"SID"	"count"	"gene"	"n"	"pvalue"	"qvalue"
"2:183387304-183390252"	2920	"PDE1A"	6	0.0619328909731056	1
"2:183577998-183580997"	3000	"DNAJC10"	6	0.0758691154749145	1
"2:183731890-183734497"	2608	"FRZB"	5	0.115225726631858	1
"2:183903200-183906228"	3029	"NCKAP1"	3	0.553287054689042	1
"2:183940286-183943485"	3199	"DUSP19"	2	0.776723126831871	1
"2:183986082-183989081"	3000	"NUP35"	4	0.340746838028378	1
"2:185460092-185463091"	3000	"ZNF804A"	9	0.188191731491863	1
"2:186600354-186603542"	3188	"FSIP2"	11	0.0503278066588449	1
"2:187347884-187350881"	2998	"ZC3H15"	5	0.266877843770745	1
"2:187451791-187454790"	3000	"ITGAV"	3	0.46119930729064	1
"2:187555788-187558696"	2909	"FAM171B"	2	0.716445016426674	1
"2:187713897-187716896"	3000	"ZSWIM2"	15	0.000124703830584437	1
"2:188313187-188316020"	2834	"CALCRL"	3	0.665178963341614	1
"2:188419219-188422218"	3000	"TFPI"	2	0.829057097409756	1
"2:189153395-189156602"	3207	"GULP1"	4	0.777354657642376	1
"2:189836098-189839044"	2947	"COL3A1"	3	0.853783208571977	1
"2:190044605-190047604"	3000	"COL5A2"	6	0.09708466341124	1
"2:190303158-190306157"	3000	"WDR75"	1	0.906537840269417	1
"2:190445613-190448536"	2924	"SLC40A1"	7	0.0505757517214124	1
"2:190523124-190526144"	3020	"ASNSD1"	6	0.227912853263519	1
"2:190537710-190540709"	3000	"ANKAR"	3	0.586276321095134	1
"2:190627934-190630923"	2990	"OSGEPL1"	2	0.756517347367248	1
"2:190649097-190649105"	9	"PMS1"	0	0.0116095196034034	1
"2:190927455-190930454"	3000	"MSTN"	2	0.727563294077617	1
"2:191115239-191187770"	3343	"HIBCH"	3	0.621448528187133	1
"2:191205195-191208294"	3099	"INPP1"	3	0.518789039941279	1
"2:191270080-191273079"	3000	"MFSD6"	4	0.260995648591895	1
"2:191380919-191402447"	3697	"TMEM194B"	1	NA	NA
"2:191510847-191513794"	2948	"NAB1"	1	0.751379402990615	1
"2:191742552-191745551"	3000	"GLS"	7	0.0217476902232265	1
"2:191878923-191881975"	3053	"STAT1"	3	0.298711174923845	1
"2:192016316-192019315"	3000	"STAT4"	2	0.603655173747909	1
"2:192107106-192110113"	3007	"MYO1B"	6	0.0748075116683353	1
"2:192539861-192543256"	3395	"NABP1"	4	0.359903472789649	1
"2:192711981-192714980"	3000	"SDPR"	3	NA	NA
"2:193059642-193062643"	3002	"TMEFF2"	6	0.346719284420471	1
"2:196518531-196521469"	2939	"SLC39A10"	4	0.279234255633005	1
"2:196933536-196936535"	3000	"DNAH7"	2	0.807477005508683	1
"2:197457335-197460334"	3000	"HECW2"	3	0.534250194760666	1
"2:197664425-197667424"	3000	"GTF3C3"	4	0.29673607986246	1
"2:197675000-197677999"	3000	"C2orf66"	3	0.46595533715944	1
"2:197792519-197794453"	1935	"PGAP1"	7	0.00206774560868527	1
"2:198175511-198178520"	3010	"ANKRD44"	3	0.458608022656668	1
"2:198299815-198302770"	2956	"SF3B1"	4	0.121621778027876	1
"2:198315230-198318215"	2986	"COQ10B"	4	0.134195272200627	1
"2:198361863-198364862"	3000	"HSPE1"	1	0.784729462074537	1
"2:198540719-198543583"	2865	"RFTN2"	5	0.258186940230951	1
"2:198649939-198653937"	3926	"BOLL"	3	0.908311614687731	1
"2:198666425-198669424"	3000	"PLCL1"	3	0.784246885840363	1
"2:200715596-200718895"	3300	"FTCDNL1"	8	0.0868263491837939	1
"2:200772978-200775977"	3000	"C2orf69"	3	0.672018658593427	1
"2:201167758-201170614"	2506	"SPATS2L"	2	0.620455783442478	1
"2:201374791-201377790"	3000	"KCTD18"	1	0.885426916024542	1
"2:201387879-201390878"	3000	"SGOL2"	5	NA	NA
"2:201448505-201450589"	2085	"AOX1"	2	0.60469873148994	1
"2:201674055-201676267"	2213	"BZW1"	2	0.342546449623459	1
"2:201729422-201732421"	3000	"CLK1"	2	0.519228391501071	1
"2:201753859-201756638"	2780	"NIF3L1"	2	0.460008505281955	1
"2:201828403-201831402"	3000	"ORC2"	5	0.142193865996323	1
"2:201936392-201936460"	69	"FAM126B"	0	0.0622160096045559	1
"2:201977876-201980960"	3084	"CFLAR"	1	0.788249602447747	1
"2:202044620-202047602"	2983	"CASP10"	5	0.0574902442831146	1
"2:202119758-202122757"	3000	"CASP8"	3	0.570790350088071	1
"2:202222121-202225100"	2980	"ALS2CR12"	3	0.481831246309451	1
"2:202316302-202316390"	89	"TRAK2"	0	0.104164981633645	1
"2:202483898-202483917"	20	"ALS2CR11"	0	NA	NA
"2:202562791-202565790"	2920	"MPP4"	2	0.721486160537324	1
"2:202645912-202648894"	2983	"ALS2"	2	0.727741995885804	1
"2:202668301-202671300"	3000	"CDK15"	8	0.0831667112715179	1
"2:202896309-202899308"	3000	"FZD7"	10	0.0100019583172747	1
"2:203103309-203106321"	3013	"SUMO1"	8	0.0254052352123677	1
"2:203127514-203130437"	2924	"NOP58"	3	0.492112841904818	1
"2:203238658-203242155"	3476	"BMPR2"	1	0.879702760980279	1
"2:203774011-203777010"	3000	"CARF"	0	0.971610394623055	1
"2:203876601-203879600"	3000	"NBEAL1"	4	0.288478766091619	1
"2:204100662-204103703"	3041	"CYP20A1"	4	0.246948132037007	1
"2:204190002-204193205"	3203	"ABI2"	3	0.427679193435661	1
"2:204400133-204403057"	2925	"RAPH1"	2	0.623214114947438	1
"2:204568197-204571245"	3048	"CD28"	7	0.069556561298651	1
"2:204729510-204732507"	2998	"CTLA4"	6	0.214549139465491	1
"2:204798470-204801469"	3000	"ICOS"	6	0.483775166463616	1
"2:205407515-205410721"	3206	"PARD3B"	2	0.954594445183762	1
"2:206544223-206547982"	3759	"NRP2"	4	0.64257892837731	1
"2:206950906-206953905"	3000	"INO80D"	5	0.549637936823157	1
"2:207082748-207085747"	3000	"GPR1"	1	0.899789397113209	1
"2:207136522-207139385"	2864	"ZDBF2"	4	0.337054818912795	1
"2:207305367-207308261"	2895	"ADAM23"	3	0.618487399053797	1
"2:207583120-207586119"	3000	"DYTN"	7	0.25101623577865	1
"2:207630050-207633049"	3000	"MDH1B"	2	0.934854976848559	1
"2:207801277-207804276"	3000	"CPO"	4	NA	NA
"2:208030669-208033613"	2727	"KLF7"	3	0.579991257003601	1
"2:208391615-208394459"	2845	"CREB1"	3	0.393592173260498	1
"2:208489845-208492972"	3128	"METTL21A"	4	0.255013829358053	1
"2:208573263-208576370"	3107	"CCNYL1"	2	0.60679750546615	1
"2:208634287-208637142"	2856	"FZD5"	5	0.068646831939944	1
"2:208890284-208893283"	3000	"PLEKHM3"	2	0.648358803464082	1
"2:208989225-208992224"	3000	"CRYGD"	4	0.324311615475588	1
"2:208994554-208997553"	3000	"CRYGC"	6	0.323692081798438	1
"2:209010892-209013876"	2985	"CRYGB"	6	0.0791338866358135	1
"2:209051728-209054805"	163	"C2orf80"	0	0.18981543977222	1
"2:209119857-209122805"	2949	"IDH1"	2	0.743805260487891	1
"2:209127990-209130989"	3000	"PIKFYVE"	3	0.746339523338701	1
"2:209268555-209271554"	3000	"PTH2R"	3	0.709918518871568	1
"2:210441402-210444143"	2742	"MAP2"	4	0.456026375259972	1
"2:210633762-210636715"	2954	"UNC80"	5	0.411111302993519	1
"2:210864351-210867364"	3013	"RPE"	4	0.649002120484535	1
"2:211018181-211018904"	724	"KANSL1L"	0	0.726304520657332	1
"2:211090215-211093214"	3000	"ACADL"	2	0.884162542259687	1
"2:211168353-211182894"	2990	"MYL1"	13	0.000271796738195988	1
"2:211341499-211344428"	2851	"LANCL1"	10	0.00166293763555465	1
"2:211418322-211421260"	2939	"CPS1"	10	0.00813981482040241	1
"2:213403565-213406351"	2787	"ERBB4"	3	0.857833485366389	1
"2:214016327-214018057"	1731	"IKZF2"	2	0.589412742606025	1
"2:214146115-214149111"	2997	"SPAG16"	2	0.945530173581375	1
"2:215275225-215275787"	563	"VWC2L"	3	0.0304878046274447	1
"2:215674428-215677427"	3000	"BARD1"	2	0.920250036461231	1
"2:216003151-216006150"	3000	"ABCA12"	3	0.794587109930863	1
"2:216173678-216176538"	2861	"ATIC"	10	0.00310145523284533	1
"2:216300895-216303790"	2896	"FN1"	7	0.211332572377985	1
"2:216878346-216881345"	3000	"MREG"	2	0.78647657955561	1
"2:216946539-216946610"	72	"TMEM169"	0	0.0810398509220534	1
"2:216971019-216972185"	1167	"XRCC5"	0	0.744159305909667	1
"2:217236750-217239749"	3000	"MARCH4"	5	0.291513713415053	1
"2:217274472-217277135"	2664	"SMARCAL1"	1	0.811699691358358	1
"2:217360519-217362910"	2392	"RPL37A"	4	0.29682491269438	1
"2:217495126-217498116"	2991	"IGFBP2"	4	0.349677995189323	1
"2:217560248-217563247"	3000	"IGFBP5"	1	0.916417211902313	1
"2:217724787-217727781"	2995	"TNP1"	6	0.136210226838428	1
"2:218784932-218811795"	3302	"TNS1"	3	0.602978431873161	1
"2:218930737-218933976"	3239	"RUFY4"	6	0.0535043877313642	1
"2:218987735-218990725"	2991	"CXCR2"	3	0.397475330903284	1
"2:219031718-219034715"	2998	"CXCR1"	0	0.960105032919296	1
"2:219078873-219081815"	2943	"ARPC2"	5	0.07890169308237	1
"2:219122737-219124217"	1481	"GPBAR1"	1	0.432512362020961	1
"2:219134901-219137892"	2992	"AAMP"	4	0.172933403857111	1
"2:219157300-219160279"	2980	"TMBIM1"	2	0.533855562462233	1
"2:219221490-219221577"	88	"C2orf62"	0	NA	NA
"2:219243751-219246750"	3000	"SLC11A1"	1	0.771623694507655	1
"2:219261617-219264476"	2848	"CTDSP1"	3	0.49595256876423	1
"2:219280837-219283813"	2977	"VIL1"	2	0.527030311108727	1
"2:219433064-219433596"	533	"USP37"	0	0.385727130429669	1
"2:219469487-219473485"	3998	"PLCD4"	2	0.725173011831388	1
"2:219524247-219524377"	131	"ZNF142"	0	0.115859297218783	1
"2:219572567-219575596"	3029	"TTLL4"	4	0.157210951731305	1
"2:219643478-219646477"	3000	"CYP27A1"	0	0.945862800166762	1
"2:219696809-219699511"	2703	"PRKAG3"	1	0.735231067564397	1
"2:219721545-219724542"	2998	"WNT6"	1	0.798568150576199	1
"2:219742139-219745083"	2945	"WNT10A"	0	0.947136704958364	1
"2:219821397-219824375"	2979	"CDK5R2"	5	0.0705989846303381	1
"2:219850379-219853378"	3000	"FEV"	4	0.235274654542849	1
"2:219858143-219861126"	2984	"CRYBA2"	4	0.232087428221946	1
"2:219906245-219909244"	3000	"CCDC108"	5	NA	NA
"2:219925206-219928188"	2983	"IHH"	1	0.837944715465032	1
"2:220025575-220026484"	910	"NHEJ1"	0	0.620169559464677	1
"2:220034739-220036616"	1878	"SLC23A3"	0	0.854309918226491	1
"2:220042828-220042937"	110	"FAM134A"	0	NA	NA
"2:220068537-220071527"	2991	"ZFAND2B"	3	0.296534712024741	1
"2:220094439-220094477"	39	"ATG9A"	0	0.0356839222885284	1
"2:220107204-220110203"	3000	"STK16"	3	0.294331363558239	1
"2:220119330-220121637"	2308	"TUBA4A"	1	0.627490413282522	1
"2:220141039-220144064"	3025	"DNAJB2"	2	0.527541160242984	1
"2:220174295-220177294"	3000	"PTPRN"	4	0.141819359981198	1
"2:220197933-220200898"	2966	"RESP18"	11	0.000405520770908488	1
"2:220252737-220255661"	2925	"DNPEP"	1	0.764268932366505	1
"2:220280098-220283097"	3000	"DES"	3	0.303009967194325	1
"2:220296567-220299566"	3000	"SPEG"	4	0.329541621819987	1
"2:220360588-220363587"	2998	"GMPPA"	3	0.412683288352715	1
"2:220376051-220379030"	2980	"ASIC4"	5	0.222968846230059	1
"2:220436011-220436915"	905	"OBSL1"	4	0.00312021993635116	1
"2:220459595-220462580"	2986	"STK11IP"	2	0.685721590855369	1
"2:220489291-220492047"	2757	"SLC4A3"	2	0.664128834637631	1
"2:222437003-222440009"	3007	"EPHA4"	4	0.938435884066112	1
"2:223163614-223166613"	3000	"PAX3"	4	0.545857058722659	1
"2:223286321-223289234"	2914	"SGPP2"	4	0.417329722179286	1
"2:223521056-223523826"	2771	"FARSB"	1	0.889649918763434	1
"2:223533504-223536503"	3000	"MOGAT1"	2	0.710302273867391	1
"2:223722731-223725650"	2920	"ACSL3"	2	0.588951728144101	1
"2:223913861-223916530"	2670	"KCNE4"	6	0.234177959988488	1
"2:224467221-224470216"	2996	"SCG2"	2	0.713754917113183	1
"2:224702201-224705318"	3118	"AP1S3"	0	0.968910480622749	1
"2:224810104-224813051"	2948	"WDFY1"	2	0.581441484120279	1
"2:224819120-224822119"	3000	"MRPL44"	2	0.584572008867151	1
"2:224904036-224907035"	3000	"SERPINE2"	1	0.823657430067759	1
"2:225266751-225269710"	2960	"FAM124B"	2	0.73881671906379	1
"2:225450065-225453109"	3045	"CUL3"	7	0.107738621619951	1
"2:225907159-225910158"	3000	"DOCK10"	6	0.215114155798696	1
"2:227664475-227666818"	2250	"IRS1"	4	0.244055723947289	1
"2:227697670-227700650"	2981	"RHBDD1"	1	0.920763382775745	1
"2:228026280-228029279"	3000	"COL4A3"	5	0.512497289139223	1
"2:228189227-228189883"	657	"MFF"	1	0.154149361815646	1
"2:228244022-228247021"	3000	"TM4SF20"	8	0.0119060440944951	1
"2:228333887-228337083"	3196	"AGFG1"	5	0.109610855901557	1
"2:228497888-228501035"	3148	"C2orf83"	4	0.297156724813381	1
"2:228582728-228585727"	3000	"SLC19A3"	6	0.329235607673226	1
"2:228675557-228678568"	3011	"CCL20"	7	0.0673157308752442	1
"2:228734989-228735113"	125	"DAW1"	1	0.00995974124463252	1
"2:229046361-229049360"	3000	"SPHKAP"	15	7.55856248573972e-05	1
"2:230136001-230139000"	3000	"PID1"	2	0.935816350788936	1
"2:230579274-230582273"	3000	"DNER"	1	0.918942391825732	1
"2:230786619-230789618"	3000	"TRIP12"	1	0.918016729008427	1
"2:230933715-230936714"	3000	"SLC16A14"	3	0.566471669553355	1
"2:231084665-231087444"	2780	"SP110"	2	0.724033656253017	1
"2:231087445-231090458"	3013	"SP140"	2	0.746929387746633	1
"2:231188898-231191897"	3000	"SP140L"	5	0.187486733812228	1
"2:231277870-231280979"	3109	"SP100"	1	0.907447031073941	1
"2:231574559-231577558"	3000	"CAB39"	6	0.0632013883671137	1
"2:231726620-231729981"	3274	"ITM2C"	5	0.155348834313792	1
"2:231857838-231860834"	2997	"SPATA3"	2	0.746088957794289	1
"2:231901046-231901224"	179	"C2orf72"	2	0.0016568468854076	1
"2:231918577-231921576"	3000	"PSMD1"	5	0.142059378147122	1
"2:232060341-232063258"	2918	"ARMC9"	3	0.3711155797758	1
"2:232257334-232258884"	1551	"B3GNT7"	2	0.2223005800709	1
"2:232329305-232332204"	2900	"NCL"	1	0.805699211578898	1
"2:232395206-232398181"	2976	"NMUR1"	1	0.779240067196311	1
"2:232570234-232574232"	3998	"PTMA"	5	0.289551126287904	1
"2:232646001-232646386"	386	"COPS7B"	1	0.0506960323805795	1
"2:232791113-232794037"	2925	"NPPC"	0	0.960388836301863	1
"2:232823292-232879636"	2760	"DIS3L2"	1	0.857921618691577	1
"2:233240347-233243242"	2896	"ALPP"	8	0.00299681902357461	1
"2:233268552-233271551"	3000	"ALPPL2"	5	NA	NA
"2:233317832-233320831"	3000	"ALPI"	5	0.184569384336775	1
"2:233352538-233355531"	2994	"ECEL1"	4	0.171638918624951	1
"2:233382172-233385171"	3000	"PRSS56"	3	0.381833104062388	1
"2:233390422-233390892"	471	"CHRND"	2	0.0113337200108227	1
"2:233401436-233404435"	3000	"CHRNG"	4	0.322994817544981	1
"2:233412356-233412776"	421	"EIF4E2"	0	0.336053743505515	1
"2:233495206-233497936"	2731	"EFHD1"	1	0.741618123428342	1
"2:233559014-233562046"	3031	"GIGYF2"	3	0.588017096858699	1
"2:233641275-233644274"	3000	"KCNJ13"	6	0.034521617898475	1
"2:233731993-233733722"	1730	"C2orf82"	0	NA	NA
"2:233876252-233877322"	471	"AC106876.2"	1	0.0752041924494598	1
"2:233894381-233897380"	3000	"NEU2"	3	0.328373306593239	1
"2:233922188-233925187"	3000	"INPP5D"	6	0.0259112998584284	1
"2:234157216-234160215"	3000	"ATG16L1"	5	0.0696752467250447	1
"2:234213466-234216465"	3000	"SAG"	2	0.532642447522007	1
"2:234260152-234263138"	2987	"DGKD"	2	0.534722382878586	1
"2:234474236-234477235"	3000	"USP40"	0	NA	NA
"2:234526284-234526289"	6	"UGT1A1"	0	0.00750847502821973	1
"2:234545096-234545098"	3	"UGT1A10"	0	0.00378924556562525	1
"2:234763212-234766211"	3000	"HJURP"	1	0.891257465742446	1
"2:234823042-234826041"	3000	"TRPM8"	3	0.750478758645072	1
"2:234956345-234959321"	2977	"SPP2"	4	0.611562276582516	1
"2:235405697-235408692"	2996	"ARL4C"	1	0.943212776551883	1
"2:235857627-235860615"	2989	"SH3BP4"	2	0.79314696811339	1
"2:236399732-236402749"	3017	"AGAP1"	2	0.779281691937371	1
"2:237077012-237079651"	2640	"GBX2"	3	0.474289705426634	1
"2:237165066-237175987"	3748	"ASB18"	5	0.374549489289172	1
"2:237416185-237419091"	2907	"IQCA1"	5	0.245714357392174	1
"2:237475379-237478282"	2904	"ACKR3"	0	0.98827637834771	1
"2:237991083-237993953"	2871	"COPS8"	1	0.879855153188655	1
"2:238163096-238165732"	476	"AC112715.2"	1	0.126226905854093	1
"2:238323018-238325849"	2832	"COL6A3"	2	0.704887919867417	1
"2:238392052-238395051"	2504	"MLPH"	1	0.850166657696004	1
"2:238472216-238475215"	3000	"PRLH"	3	0.563604238432196	1
"2:238499423-238502422"	2013	"RAB17"	1	0.742216862614229	1
"2:238704387-238704392"	6	"RBM44"	0	0.00738183641430959	1
"2:238765186-238767534"	2349	"RAMP1"	5	0.148347801642408	1
"2:238872596-238875595"	3000	"UBE2F"	1	0.884580326884626	1
"2:238966564-238969528"	2965	"SCLY"	4	0.274617547806111	1
"2:239006761-239008041"	533	"ESPNL"	1	0.133611746625053	1
"2:239112370-239115323"	2954	"ILKAP"	2	0.612831525491083	1
"2:239140409-239142341"	1197	"AC016757.3"	1	0.343117350036901	1
"2:239148765-239149676"	906	"HES6"	3	0.0142208587500644	1
"2:239197250-239200206"	2957	"PER2"	1	0.803981757378121	1
"2:239226184-239229080"	2897	"TRAF3IP1"	4	0.184407602490053	1
"2:239332625-239335643"	3018	"ASB1"	3	0.470064493764029	1
"2:239753672-239756671"	3000	"TWIST2"	5	NA	NA
"2:240322643-240325642"	2078	"HDAC4"	3	0.321994546968303	1
"2:240684488-240684552"	65	"AC093802.1"	1	0.00315277323700517	1
"2:240964741-240967818"	3078	"NDUFA10"	7	0.148209051110229	1
"2:240969906-240972845"	2940	"OR6B2"	7	0.109674775277581	1
"2:240985489-240988488"	3000	"OR6B3"	3	0.592759572233274	1
"2:241075720-241075802"	83	"MYEOV2"	0	NA	NA
"2:241372114-241375086"	2973	"GPC1"	1	0.882220208451972	1
"2:241396131-241398639"	883	"AC110619.2"	3	0.0194385340663781	1
"2:241500634-241500963"	330	"ANKMY1"	0	0.340689224990941	1
"2:241506430-241507976"	1547	"RNPEPL1"	0	0.848169241065566	1
"2:241523132-241526131"	3000	"CAPN10"	3	0.70077017639779	1
"2:241622317-241625316"	3000	"AQP12B"	15	5.739442002595e-05	0.813508509447815
"2:241628261-241631260"	3000	"AQP12A"	12	0.00023742045784875	1
"2:241759637-241762724"	3088	"KIF1A"	6	0.144136672242146	1
"2:241805161-241807894"	2734	"AGXT"	3	0.278940364109254	1
"2:241859303-241861984"	906	"AC104809.3"	1	NA	NA
"2:241935254-241938226"	2973	"SNED1"	5	0.0738797622703991	1
"2:242086901-242089051"	2151	"PPP1R7"	0	0.864237991311395	1
"2:242124923-242127922"	3000	"ANO7"	2	0.524110311545098	1
"2:242293442-242295656"	2215	"FARP2"	4	0.0792135895308903	1
"2:242448107-242451033"	2927	"STK25"	0	0.937546430370583	1
"2:242495145-242498134"	2990	"BOK"	1	0.825787355148865	1
"2:242556905-242556941"	37	"THAP4"	0	0.0449374693770337	1
"2:242576864-242577025"	162	"ATG4B"	0	0.175658427999278	1
"2:242619592-242629382"	3362	"DTYMK"	2	0.729220278965446	1
"2:242638455-242641453"	2999	"ING5"	1	0.852694558570357	1
"2:242671029-242673992"	2964	"D2HGDH"	1	0.848940803219815	1
"2:242713239-242716238"	3000	"GAL3ST2"	6	0.0623623904564355	1
"2:242747159-242749918"	2760	"NEU4"	0	0.962516719209465	1
"2:242801060-242804057"	2998	"PDCD1"	5	0.172153288032115	1
"2:242808885-242811879"	2995	"CXXC11"	4	NA	NA
"2:242842599-242842639"	41	"AC131097.4"	0	0.0553476080416104	1
"3:235278-238277"	3000	"CHL1"	4	0.660447482868844	1
"3:1131628-1134258"	2631	"CNTN6"	12	0.0816612897905833	1
"3:2137609-2140608"	3000	"CNTN4"	14	0.00299041377251405	1
"3:3152058-3155057"	3000	"IL5RA"	8	0.792641004881794	1
"3:3165599-3168598"	3000	"TRNT1"	6	0.487671685197814	1
"3:3221394-3224393"	3000	"CRBN"	12	0.180380610474286	1
"3:3838120-3841119"	3000	"LRRN1"	5	NA	NA
"3:4341987-4345053"	3066	"SETMAR"	4	0.464524819600587	1
"3:4508965-4511964"	3000	"SUMF1"	3	0.56607014703987	1
"3:4532031-4558174"	3080	"ITPR1"	3	0.430038280045162	1
"3:4927472-4931068"	220	"AC018816.3"	0	0.214536409011591	1
"3:5018096-5020799"	2704	"BHLHE40"	5	0.0482032993324091	1
"3:5160929-5163903"	2975	"ARL8B"	2	0.615481971934532	1
"3:5226358-5229356"	2999	"EDEM1"	4	0.266911933782951	1
"3:6899801-6902800"	3000	"GRM7"	6	0.519730468120486	1
"3:8540510-8543391"	2882	"LMCD1"	0	0.993254019989684	1
"3:8723860-8730465"	366	"SSUH2"	0	0.432685657426154	1
"3:8772485-8775484"	3000	"CAV3"	4	0.520402644479525	1
"3:8811303-8814299"	2997	"OXTR"	1	0.935446743799552	1
"3:9005186-9008158"	2973	"RAD18"	0	0.981706568000441	1
"3:9291063-9294062"	3000	"SRGAP3"	2	0.747145421719761	1
"3:9401716-9404524"	2809	"THUMPD3"	0	0.942193298657336	1
"3:9595486-9598485"	3000	"LHFPL4"	4	NA	NA
"3:9688116-9691144"	3028	"MTMR14"	3	0.386031765260061	1
"3:9743421-9743727"	307	"CPNE9"	0	0.277132040071811	1
"3:9770433-9773427"	2995	"BRPF1"	2	0.582590879504059	1
"3:9811661-9814660"	3000	"CAMK1"	0	0.942503545906281	1
"3:9859258-9860705"	540	"TTLL3"	1	0.0936417034137846	1
"3:9920195-9923495"	3301	"CIDEC"	2	0.566224212227333	1
"3:9929270-9932236"	2967	"JAGN1"	4	0.126281039065014	1
"3:9941302-9944510"	3191	"IL17RE"	0	0.94411367177195	1
"3:9972505-9975504"	2977	"CRELD1"	2	0.494377833527612	1
"3:9994078-9997077"	3000	"PRRT3"	0	0.932166224458618	1
"3:10028804-10031521"	2718	"EMC3"	1	0.716835734987491	1
"3:10065112-10068111"	3000	"FANCD2"	4	0.138787549779146	1
"3:10154332-10157274"	2943	"BRK1"	0	0.936927718680491	1
"3:10180318-10182690"	2373	"VHL"	3	0.384320867429638	1
"3:10203562-10206547"	2986	"IRAK2"	3	0.285101457223448	1
"3:10287176-10289705"	2530	"TATDN2"	1	0.676960971093427	1
"3:10334631-10337630"	3000	"GHRL"	1	0.748765089184422	1
"3:10362745-10365744"	3000	"SEC13"	0	0.932781454729029	1
"3:10854916-10857883"	2968	"SLC6A11"	6	0.318073559490011	1
"3:11031419-11034408"	2990	"SLC6A1"	4	0.431552013964365	1
"3:11311101-11314100"	3000	"ATG7"	1	0.861383363408528	1
"3:11685398-11688397"	3000	"VGLL4"	0	0.971135514320902	1
"3:11888246-11891351"	3106	"TAMM41"	5	0.149615990775506	1
"3:12200851-12203850"	3000	"TIMP4"	0	0.954655628241278	1
"3:12523009-12525988"	2980	"TSEN2"	1	0.825806068057659	1
"3:12595593-12598584"	2992	"MKRN2"	0	0.956328079813004	1
"3:12705725-12708699"	2975	"RAF1"	0	0.945915355760081	1
"3:12835170-12838177"	3007	"CAND2"	4	0.143280519797791	1
"3:12883087-12884948"	1862	"RPL32"	1	0.555531244634641	1
"3:13461809-13464808"	3000	"NUP210"	1	0.823859802978212	1
"3:13518714-13521222"	2509	"HDAC11"	2	0.415506976947164	1
"3:13587630-13590629"	3000	"FBLN2"	2	0.559467921414294	1
"3:13921618-13924617"	3000	"WNT7A"	2	0.718601813956691	1
"3:13975900-13978162"	997	"TPRXL"	0	0.716310054797902	1
"3:14166358-14166438"	81	"TMEM43"	0	0.0911455212132583	1
"3:14217227-14219856"	2630	"LSM3"	1	0.730516902697524	1
"3:14441105-14444074"	2970	"SLC6A6"	1	0.759086319552202	1
"3:14692260-14692359"	100	"CCDC174"	0	0.112112531972701	1
"3:14714166-14716604"	2439	"C3orf20"	3	0.318849860717238	1
"3:14857468-14860467"	3000	"FGD5"	5	0.288529013725002	1
"3:14986235-14989089"	2855	"NR2C2"	0	0.957343968763587	1
"3:15106824-15109815"	2992	"MRPS25"	3	0.417464590642599	1
"3:15140670-15143654"	2985	"ZFYVE20"	5	NA	NA
"3:15244749-15247748"	3000	"CAPN7"	1	0.857152301573686	1
"3:15374136-15377103"	2968	"SH3BP5"	3	0.303332786905031	1
"3:15469047-15472041"	2995	"METTL6"	3	0.294961784429051	1
"3:15563258-15566257"	3000	"COLQ"	2	0.563785543111346	1
"3:15643094-15643306"	213	"BTD"	0	0.189688717964336	1
"3:15901278-15904052"	2775	"ANKRD28"	1	0.831268675636891	1
"3:16213183-16216214"	3031	"GALNT15"	5	0.33671957976583	1
