ATRX	X:76763767-77044701
RNU7-30P	14:91556460-91556737
KCNK9	8:140630424-140718298
KCNK4	11:64060464-64070502
KCNK5	6:39158637-39200225
KCNK6	19:38807483-38818099
TRAT1	3:108538630-108572804
KCNK1	1:233746749-233809637
KCNK2	1:215198286-215408529
KCNK3	2:26912617-26951544
RP11-398G24.2	8:123050238-123141881
PPAN-P2RY11	19:10213897-10227900
SCAF11	12:46315727-46387400
NUP160	11:47799023-47873056
RP11-523L20.1	16:47999366-47999585
AL133481.1	10:81268363-81268974
VWDE	7:12370685-12446530
GNA14	9:80038791-80266222
GNA15	19:3133190-3165993
GNA12	7:2770735-2886957
GNA13	17:63010317-63055919
GNA11	19:3091407-3124909
MFGE8	15:89438944-89459641
AC069513.4	3:195381909-195381945
C19orf18	19:58469919-58488418
FRRS1L	9:111899676-111932570
RNU6-354P	15:44024671-44024937
OGDH	7:44643169-44747618
SEMG1	20:43835627-43837426
SEMG2	20:43847009-43852100
DAZL	3:16630095-16650005
DAZ3	Y:26910102-26962625
DAZ2	Y:25362592-25436617
DAZ1	Y:25276381-25348240
RP11-552D8.1	1:212029620-212029947
DAZ4	Y:26977006-27052300
NEUROG3	10:71328690-71335993
ZBTB33	X:119381606-119394948
ZBTB32	19:36193252-36210939
GTF2F1	19:6380193-6396470
GTF2F2	13:45691648-45857778
C1orf134	1:16552366-16553593
OSER1-AS1	20:42847208-42847558
ZBTB37	1:173834492-173855281
MIR3188	19:18395703-18395849
KRT17P2	17:18332168-18335263
TMEM132D	12:129558356-130391210
KRT17P1	17:16744224-16747705
TMEM132A	11:60694650-60701151
PEG10	7:94285521-94295043
TMEM132B	12:125702979-126139370
RP11-501J20.5	10:118997583-118997601
NAIF1	9:130825653-130832598
CCL28	5:43381904-43415487
H3F3C	12:31944176-31948174
H3F3B	17:73774584-73781566
H3F3A	1:226247407-226259178
CCL21	9:34709148-34713120
CCL20	2:228675557-228681904
AC009941.1	8:80008080-80008433
CCL22	16:57389694-57397516
CCL25	19:8114649-8127206
CCL24	7:75442093-75449900
CCL27	9:34661891-34664157
CCL26	7:75398908-75422063
ALPK1	4:113215498-113362378
ALPK3	15:85356910-85411734
ALPK2	18:56148979-56299188
CUX1	7:101457881-101930248
CUX2	12:111468827-111786214
RP11-452B18.2	13:81824430-81840277
RNU6-263P	6:18308494-18308878
CSNK1A1	5:148869267-148934006
GLYATL2	11:58601873-58645882
GLYATL3	6:49464670-49494706
GLYATL1	11:58707721-58723555
RAP1B	12:69001618-69050997
RAP1A	1:112135699-112251885
FAM230B	22:21520363-21547808
FAM230A	22:20689436-20718710
TSPY3	Y:9233075-9238802
OR51V1	11:5220885-5224929
AC105393.1	2:393940-394639
RP11-182J1.10	15:85042634-85048265
RP11-182J1.13	15:84974590-84980300
RP11-182J1.12	15:85053470-85070095
CTF1	16:30910650-30910943
RP11-182J1.16	15:84838240-84850912
LDLR	19:11197963-11242343
AP003356.1	8:103743324-103743459
UBFD1	16:23568671-23581977
FIZ1	19:56103726-56111733
MYF5	12:81107707-81112857
MYF6	12:81098407-81102764
RP11-54A9.1	12:76685256-76685355
PRKCDBP	11:6340343-6344856
OR52L1	11:6007119-6011214
GFI1B	9:135820937-135866471
MYOD1	11:17738113-17743156
TOB2	22:41832237-41846026
SULF2	20:46287041-46418051
MIR548AP	15:86368731-86369120
GPR126	6:142620055-142764732
GPR124	8:37651422-37700000
GPR125	4:22389289-22520671
GPR123	10:134881432-134943090
MIR548AI	6:99572337-99572776
RP5-1125N11.1	1:31289070-31289400
LA16c-23H5.4	22:16414267-16419494
NOS1AP	1:162036580-162327010
GPR128	3:100325432-100413918
MIR548A2	6:135560178-135560588
MIR548A3	8:105496519-105496916
MIR548A1	6:18571865-18572295
MTERFD3	12:107377523-107383928
MTERFD2	2:242026680-242040740
MTERFD1	8:97250767-97273816
TFG	3:100425385-100470572
hsa-mir-466	3:31203007-31203451
RP11-67H2.1	8:114612582-114627921
RND1	12:49248946-49262652
RND2	17:41177443-41180727
RND3	2:151323623-151347207
CTNNBIP1	1:9912449-9973315
KIAA1549	7:138522561-138669063
LRRC41	1:46744071-46769301
LRRC40	1:70611419-70672362
LRRC43	12:122667564-122688017
LRRC42	1:54411602-54433665
LRRC45	17:79980794-79989026
LRRC47	1:3697627-3716067
LRRC46	17:45908914-45914517
LRRC49	15:71155800-71344834
LRRC48	17:17878734-17920048
FNDC8	17:33448638-33457492
FNDC9	5:156766033-156775728
FNDC4	2:27714748-27718111
FNDC5	1:33330201-33341080
FNDC7	1:109252555-109286308
FNDC1	6:159587428-159692553
PWWP2B	10:134208746-134230656
PWWP2A	5:159505005-159546440
CCDC152	5:42759163-42801523
CCDC153	11:119063821-119066250
CCDC150	2:197510978-197597316
CCDC151	19:11529019-11548941
CCDC157	22:30761924-30771742
CCDC154	16:1481384-1489184
CCDC155	19:49888474-49920848
CCDC158	4:77234191-77324376
CCDC159	19:11455978-11465619
H1FNT	12:48719762-48723825
LRRC4C	11:40135881-41472204
LRRC4B	19:51020795-51074301
RP11-213H15.1	5:90579795-90579958
TASP1	20:13311968-13622582
PCED1A	20:2816022-2821337
PCED1B	12:47473402-47630213
LLfos-48D6.1	19:2351405-2353205
SPZ1	5:79612789-79617374
RN7SKP178	2:206766913-206766985
CNTROB	17:7838263-7855235
PALMD	1:100108497-100155525
RP11-506B6.6	6:112617827-112629957
RP11-20I20.2	4:1110350-1110351
PALM2	9:112419837-112539586
CTD-2269F5.1	5:83776855-83785154
MANSC4	12:27915652-27927208
OR5T3	11:56016675-56020787
OR5T2	11:55999554-56003660
MANSC1	12:12482896-12506168
MAGEA2B	X:151880088-151886580
ICMT	1:6285110-6298999
FDCSP	4:71088787-71099981
FCF1	14:75179846-75201674
ATP6V0A4	7:138391270-138479749
LINC00692	3:25900106-25909189
LINC00693	3:28617194-28714951
ATP6V0A1	17:40607861-40673191
ATP6V0A2	12:124193864-124246301
GPR98	5:89851616-90459811
LINC00698	3:63001438-63083029
RP11-472N13.3	10:31986199-31994310
AC009236.1	2:45405026-45464489
ACOXL	2:111487149-111875360
RPL36A-HNRNPH2	X:100644183-100646922
RP13-895J2.7	12:132908789-132908904
ITGBL1	13:102101965-102368117
ATP5A1	18:43664141-43681318
SASH3	X:128910953-128927871
RP11-201K10.3	1:155141808-155162747
LINC00348	13:71722458-71724961
AC004702.2	17:20227401-20227663
PODXL2	3:127345038-127391651
CITED2	6:139694181-139698349
NPAT	11:108029580-108093368
LLGL2	17:73531534-73571107
LLGL1	17:18125935-18146205
ACOX2	3:58490893-58525928
ACOX3	4:8368651-8439547
ACOX1	17:73936120-73969918
RABGAP1	9:125700287-125869354
CTD-2588J1.1	8:134782264-134782369
RCSD1	1:167602084-167667062
GAL3ST1	22:30950851-30963875
GAL3ST3	11:65809928-65812922
GAL3ST2	2:242713239-242744141
TRBV11-2	7:142197512-142198036
TRBV11-1	7:142223780-142224297
C3orf33	3:155481255-155527054
C3orf30	3:118865027-118870179
C3orf36	3:133646485-133647656
C3orf35	3:37437967-37476647
NANP	20:25596480-25607647
NANS	9:100816019-100845356
C3orf38	3:88196135-88209336
IL17REL	22:50435393-50450128
MATN1	1:31181122-31199431
MATN3	2:20191870-20215454
MATN2	8:98878066-99048035
MATN4	20:43922320-43932280
ENDOG	9:131577778-131584888
EBF4	20:2670523-2740665
EBF3	10:131636053-131765090
EBF2	8:25701994-25905639
EBF1	5:158126036-158529768
LMNA	1:156059426-156109639
BDH2	4:104000590-104024023
ENDOV	17:78385966-78410117
ENDOU	12:48100526-48122349
BDH1	3:197238681-197302061
SPG11	15:44858001-44954927
RP11-179B15.6	10:60082372-60082556
GULP1	2:189153395-189458792
HLA-DMB	6:32903058-32908846
FLVCR2	14:76041958-76112948
FLVCR1	1:213028596-213068685
A3GALT2	1:33777631-33778161
GGPS1	1:235488884-235506135
NACA2	17:59667564-59671562
C9orf169	9:140119033-140122206
C9orf163	9:139376508-139380506
MARCKS	6:114175539-114181838
GALNT5	2:158111339-158167944
CGRRF1	14:54973586-55005195
SLC25A15	13:41360546-41385089
TMEM109	11:60678370-60692910
TMEM108	3:132754233-133116635
NACAD	7:45120690-45131492
TMEM102	17:7335760-7340997
TMEM101	17:42089266-42102032
FOXH1	8:145699585-145704717
TMEM107	17:8077421-8082713
TMEM105	17:79287374-79307473
TMEM104	17:72771846-72838890
NPPA	1:11905907-11910839
RP11-354I10.1	6:9156166-9156450
RP11-539I5.1	10:118594359-118594585
PDCL2	4:56419690-56453744
PDCL3	2:101176417-101186229
CORO6	17:27938841-27951440
LRRC37BP1	17:28956747-28964375
RP3-460G2.2	6:141171717-141171868
CCM2	7:45036786-45115765
HLTF	3:148749895-148807340
ZHX1-C8ORF76	8:124238642-124279532
FAM182A	20:26049689-26062233
AP000442.4	11:59331880-59331979
KRT3	12:53183685-53192891
KRT2	12:53038772-53048947
KRT1	12:53068896-53077190
KRT7	12:52623953-52644433
UBE2E2-AS1	3:23236602-23236950
KRT5	12:52908555-52917242
KRT4	12:53200783-53211063
KRT9	17:39723444-39731309
KRT8	12:53288884-53343625
DACT1	14:59101756-59113924
DACT3	19:47151630-47164336
DACT2	6:168694504-168723401
TMCC1	3:129370243-129602401
TMCC2	1:205194302-205241268
TMCC3	12:94964956-95047323
RP11-526A4.1	4:150351030-150711290
REXO1L10P	8:86756590-86758708
AL391559.1	6:91153939-91154294
RP3-369A17.5	6:24796841-24800203
RP3-369A17.4	6:24743524-24745769
CTD-2012J19.3	5:1593165-1602943
ZMPSTE24	1:40720777-40758386
MOGS	2:74691515-74695536
CTD-2113L7.1	5:35822622-35822983
RECK	9:36033909-36123077
INSC	11:15130969-15271339
MRPL34	19:17403444-17417474
INSR	19:7117021-7297010
RUNX1T1	8:92972398-93115195
RP11-446E24.4	1:54641190-54665838
CTD-2568A17.5	19:51318805-51318946
ZNF812	19:9800747-9814451
SPTBN5	15:42143164-42189274
SPTBN4	19:40971747-41082369
CTD-2568A17.1	19:51287901-51288106
SPTBN2	11:66453294-66495326
SPTBN1	2:54680453-54895787
MRPL33	2:27991583-28002496
ARPC4-TTLL3	3:9849410-9851656
RP11-264F23.3	12:4378285-4379935
TFAP2A	6:10393908-10419827
TFAP2C	20:55201357-55213182
TFAP2B	6:50783438-50818325
TFAP2E	1:36035970-36060321
TFAP2D	6:50678539-50740652
CYYR1	21:27840839-27948580
SAMHD1	20:35521205-35583245
FAM149A	4:187026159-187093256
RPA4	X:96135906-96140148
RPA1	17:1733277-1800538
RPA3	7:7676560-7761237
RPA2	1:28216943-28244235
REC8	14:24638601-24649421
RP1-90G24.10	22:32665483-32668509
DMRTC1	X:72092219-72098621
RP4-576H24.4	20:1532252-1569429
RP11-53I6.2	18:29665247-29665830
FAM132A	1:1177873-1185101
FAM132B	2:239069632-239075773
CHMP2B	3:87273419-87303056
PCDHGB2	5:140739702-140742124
PCDHGB1	5:140729827-140732237
CHMP2A	19:59062931-59067076
PCDHGB7	5:140797426-140799842
PCDHGB6	5:140787769-140790188
PCDHGB4	5:140767451-140769849
AC009677.1	15:70022913-70023640
RREB1	6:7105085-7249281
TP53AIP1	11:128804856-128810788
PHC1	12:9064282-9092619
PHC3	3:169814956-169902536
PHC2	1:33790525-33844193
PIANP	12:6801676-6812595
ZNF362	1:33719173-33760634
ZNF365	10:64130949-64430193
ZNF367	9:99148221-99183610
ZNF366	5:71739527-71806248
PRF1	10:72357765-72365530
RP11-373N22.3	5:147722723-147752021
H2AFV	7:44874051-44890681
H2AFX	11:118965178-118967210
H2AFY	5:134686440-134737927
H2AFZ	4:100866880-100874511
MIR450A1	X:133674158-133675537
TMEM189-UBE2V1	20:48699237-48773173
H2AFJ	12:14926104-14928267
NCAPG2	7:158424217-158500519
ADRBK1	11:67030904-67054030
DPEP2	16:68021413-68036363
DPEP3	16:68009671-68017451
NMD3	3:160936098-160970616
RP5-1039K5.18	22:38442140-38442878
GLIPR1	12:75871512-75897632
TEX41	2:145423699-145821421
RP11-370I10.6	12:48815093-48815326
RP11-626K17.3	16:32471590-32471639
AC142381.1	16:32062921-32066053
PRKRIR	11:76061828-76077122
BAIAP3	16:1381504-1401699
BAIAP2	17:79005948-79084852
RP11-498P14.3	9:99960548-99962968
NUP88	17:5289437-5323479
WBSCR27	7:73249073-73256412
VAX2	2:71124719-71160575
WBSCR22	7:73094897-73111932
WBSCR28	7:73272488-73280254
SPHAR	1:229440131-229441072
FOXP4	6:41511163-41566784
POLDIP3	22:42980855-43013961
POLDIP2	17:26677390-26681601
GP1BA	17:4832591-4839935
HM13	20:30099240-30158944
MIR3687	21:9825587-9827497
ALDH18A1	10:97366444-97419462
NUP85	17:73198784-73231785
NPIPB15	16:74408870-74427132
YTHDF2	1:29060132-29070585
GLB1	3:33038449-33141693
CTC-479C5.12	16:67966317-67968402
VHLL	1:156268413-156272427
AC012307.3	2:96877556-96877572
HS3ST3A1	17:13399450-13508243
RAB4B-EGLN2	19:41284175-41306242
TTC40	10:134621792-134759088
RP11-81N13.1	3:67711706-67925375
MIR302E	11:7255933-7256116
CSNK1A1P1	15:37109267-37110121
BTNL10	1:228698056-228699657
MIR4283-2	7:63081409-63081583
MIR4283-1	7:57023465-57023626
AC019118.2	2:2910096-3106815
RP11-351J23.2	6:168076869-168077089
RP11-455G16.1	4:120116543-120130788
DUSP28	2:241505003-241506429
CTB-12O2.1	5:151470528-151470866
DUSP21	X:44700248-44704246
DUSP22	6:289100-350953
DUSP23	1:159747758-159752190
DUSP26	8:33449487-33460438
DUSP27	1:167060281-167097891
FENDRR	16:86532149-86532502
RP11-698N11.2	11:35940909-35941214
RP11-698N11.4	11:35840382-35840712
AC019330.1	2:199462434-199565373
AC079586.1	2:130012129-130012483
YAF2	12:42554389-42635049
CYP1A2	15:75038183-75047476
HSD17B7P2	10:38642307-38667057
ODAM	4:71059243-71068957
EDIL3	5:83239193-83683610
RP11-359I18.5	3:58474822-58474838
RP11-463M16.4	17:46952124-46952595
EIF5A2	3:170611100-170629425
UBE2D4	7:43963041-43992859
UBE2D2	5:138911279-139006485
UBE2D3	4:103720013-103782293
UBE2D1	10:60091733-60128557
EDNRA	4:148399068-148463879
EDNRB	13:78470480-78496902
SAP130	2:128699543-128787868
APOF	12:56756910-56759582
APOD	3:195295730-195314075
APOE	19:45406946-45412541
APOB	2:21224548-21269944
APOO	X:23854460-23926039
APOM	6:31620246-31625639
RP11-54D18.3	9:14992181-15147025
APOH	17:64207205-64228534
FAM104A	17:71202724-71229773
FAM104B	X:55170124-55187648
RP4-749H3.1	1:20692089-20693214
CCDC50	3:191046865-191109612
CCDC51	3:48473578-48481665
CCDC53	12:102405517-102458898
CCDC54	3:107096401-107097475
CCDC57	17:80059322-80164382
CCDC58	3:122081772-122091946
CCDC59	12:82746868-82752562
NUFIP2	17:27582373-27624135
NUFIP1	13:45515278-45563685
PREPL	2:44547297-44591699
CABP7	22:30113343-30127462
CABP5	19:48533733-48550309
CABP4	11:67222817-67226270
CABP2	11:67286531-67293866
CABP1	12:121075421-121104725
FBXO34	14:55765377-55819362
FBXO36	2:230789619-230875728
FBXO30	6:146121166-146138888
FBXO31	16:87364768-87420362
FBXO32	8:124515520-124556445
FBXO33	14:39868660-39901537
FBXO38	5:147760545-147821780
FBXO39	17:6683100-6690817
MIR520A	19:54191611-54194342
ANP32AP1	15:35502628-35502995
MBOAT2	2:8998767-9146875
MBOAT1	6:20102498-20215669
MBOAT7	19:54682391-54694117
MBOAT4	8:30001201-30005199
AC020595.1	2:182284298-182284551
SLC25A53	X:103348986-103404707
SLC25A52	18:29339642-29343842
SLC25A51	9:37887600-37904129
SDPR	2:192700718-192714980
WBP11P1	18:30091954-30093727
UNC79	14:93799564-94173333
ALAS1	3:52229100-52248229
ALAS2	X:55032897-55060496
RTN4R	22:20226621-20258815
FICD	12:108906050-108921182
KIAA0513	16:85058409-85122055
RP11-382E9.1	1:199120977-199349679
AC073321.4	2:217475275-217475624
CDCA7L	7:21938903-21988541
APBA1	9:72046250-72290221
APBA3	19:3747876-3762660
APBA2	15:29210842-29409446
LINC00266-3	6:131843-147521
LINC00266-1	20:62934429-62934848
MORC2	22:31322699-31367186
MORC3	21:37689486-37747673
MORC1	3:108674690-108839988
MORC4	X:106184650-106246473
OR5J2	11:55941093-55945115
PTPRZ1	7:121510158-121701339
GPATCH2L	14:76618890-76696238
RP11-148L24.1	4:175138376-175138745
SSUH2	3:8661464-8754663
RAI1	17:17581786-17713280
RAI2	X:17818467-17882456
COL28A1	7:7398195-7578459
CBWD7	9:42671751-42714201
C1orf112	1:169683839-169822981
C1orf111	1:162343822-162346602
C1orf110	1:162822894-162831243
CBWD3	9:70853838-70914928
CBWD2	2:114192267-114253765
C1orf115	1:220860627-220868881
FAM197Y9	Y:6134651-6134993
LGALS3BP	17:76967598-76979060
TTBK2	15:43030930-43216006
TTBK1	6:43208416-43253110
ZNFX1	20:47863741-47897755
MAGEF1	3:184428624-184429674
ACBD3	1:226334269-226377422
ACBD7	10:15120463-15133774
ACBD6	1:180257437-180475021
ACBD5	10:27481307-27532807
ACBD4	17:43209865-43221048
HYLS1	11:125750508-125770236
TIGIT	3:114009153-114031096
AC005481.5	7:157405983-157414266
LINC00632	X:139793035-139855569
DFFA	1:10521531-10534942
DFFB	1:3773844-3800376
REV3L	6:111621141-111807431
RNF19B	1:33402567-33433285
DNAJC15	13:43594361-43681482
RNF19A	8:101270720-101322804
MRPL43	10:102746029-102747271
MRPL42	12:93858265-93890755
IPP	1:46165579-46219320
MRPL40	22:19419424-19423581
MRPL47	3:179306573-179322488
MRPL46	15:89002758-89011043
HGFAC	4:3440725-3451224
MRPL44	2:224819120-224831807
TRIP6	7:100464630-100473698
MRPL49	11:64886781-64897721
MRPL48	11:73495916-73575480
NGF	1:115828545-115883856
NGB	14:77732411-77740654
FHAD1	1:15572644-15723966
UNC93B1	11:67758929-67774592
NEK6	9:127017195-127113341
NEK7	1:198123107-198288683
NEK4	3:52745700-52807964
NEK5	13:52610997-52706213
BMF	15:40383560-40404074
NEK3	13:52707269-52736995
CCSAP	1:229460929-229481687
NEK8	17:27053954-27070472
NEK9	14:75551205-75596777
BMX	X:15493210-15574340
G0S2	1:209845763-209849667
DHPS	19:12786646-12795700
COQ10B	2:198315230-198338718
CCDC3	10:12940437-13131516
CCDC6	10:61552626-61669413
DNAJC11	1:6692402-6764965
CCDC8	19:46914394-46919840
CCDC9	19:47761541-47775209
RP11-195F19.5	9:34664158-34665745
RP11-195F19.9	9:34681858-34682173
NSD1	5:176557832-176722536
EID2B	19:40022495-40026493
WDHD1	14:55404672-55490996
AS3MT	10:104629272-104660456
CIB3	19:16272162-16287285
RNA5SP89	2:28903941-28904346
RNF128	X:105937178-106043222
RP11-429O1.1	17:50561519-50561824
EPYC	12:91357869-91401802
OR6X1	11:123624196-123628225
KEL	7:142638223-142662502
LAGE3	X:153706219-153710595
STAB1	3:52527084-52561445
STAB2	12:103978068-104160156
PYHIN1	1:158898340-158943624
MTMR14	3:9688116-9739638
TRMT2A	22:20102394-20105069
ECE2	3:183975212-184010108
ECE1	1:21546282-21670955
TRMT2B	X:100265515-100310104
RP4-669P10.16	22:42538409-42538937
IMPACT	18:22003608-22033292
EVC2	4:5545974-5709921
AURKA	20:54945130-54967392
AURKB	17:8108078-8116882
AURKC	19:57739427-57749257
RP5-1021I20.4	14:74318673-74318820
AC226118.1	7:416323-416524
WFIKKN2	17:48909604-48918384
WFIKKN1	16:679272-684141
AC093838.4	2:132257753-132276896
RP13-122B23.8	9:140189200-140190799
OR6C74	12:55638071-55642096
OR6C76	12:55817037-55821049
OR6C70	12:55861706-55866921
NCR3LG1	11:17370308-17394159
CHN2	7:29251932-29552395
CHN1	2:175664792-175872980
CAV2	7:115955391-116146288
CAV3	3:8772485-8817430
AXL	19:41722107-41767233
CAV1	7:116161838-116202560
AL161669.1	14:103672007-103672596
SOX2-OT	3:181418146-181419815
ZACN	17:74073622-74081746
RP6-206I17.1	1:143673247-143744571
SKAP2	7:26709664-26907340
SKAP1	17:46214527-46510580
RP1-166H1.2	12:120835593-120835964
LY6G5C	6:31644645-31651723
RP11-553L6.2	3:113933904-113950484
PITPNB	22:28249507-28318254
DCAF12L2	X:125298452-125299744
DCAF12L1	X:125685150-125689833
RP11-179A10.1	11:11157254-11172048
CLEC7A	12:10271000-10285855
RP11-770E5.1	8:49494150-49612005
AMN1	12:31825151-31868816
KIR3DL2	19:55358897-55378219
KIR3DL3	19:55232983-55251002
LMNB2	19:2430892-2459957
RP13-401N8.1	20:25733171-25733422
IL13RA1	X:117858533-117925881
LMNB1	5:126109314-126172011
MRPS28	8:80831137-80945505
MRPS26	20:3023589-3028601
CD274	9:5447502-5467988
MRPS24	7:43906297-43909155
MRPS25	3:15091290-15109815
MRPS22	3:138839581-139078265
MRPS23	17:55917092-55930416
MRPS21	1:150263287-150280577
MIR521-1	19:54251784-54254646
RXFP3	5:33933490-33938286
MIR521-2	19:54219748-54220017
PMP2	8:82355577-82362718
JMJD6	17:74712677-74725584
CTD-2525I3.3	19:52734517-52734673
ZHX2	8:123790900-123983934
ZHX3	20:39813460-39939334
ZHX1	8:124265520-124289726
RP11-439E19.10	1:246935077-246935340
RP11-15B17.1	4:101008873-101114654
APPL1	3:57258764-57294877
APPL2	12:105568032-105633007
MEMO1	2:32093483-32238697
KRTAP21-3	21:32090096-32094094
AC016722.1	2:47041377-47044609
AC016722.2	2:47075245-47085372
SIGMAR1	9:34635539-34640767
HS3ST6	16:1961507-1971230
HS3ST5	6:114378404-114665106
HS3ST4	16:25700346-26147650
HS3ST2	16:22822859-22926942
HS3ST1	4:11400687-11433536
DYTN	2:207513343-207586119
CTD-3096M3.1	18:5318475-5318778
CLCNKA	1:16349089-16360302
AC145343.2	17:66091183-66092001
PHOSPHO2	2:170550974-170558217
PHOSPHO1	17:47301972-47311127
OR2T10	1:248756035-248760068
OR2T11	1:248789390-248793428
OR2T12	1:248457836-248461879
ZNHIT3	17:34839472-34857058
ZNHIT2	11:64883873-64886780
ZNHIT1	7:100860954-100867084
ZNHIT6	1:86119689-86177115
NFATC2IP	16:28959317-28970445
RP1-151F17.2	6:16766521-16766750
OTX2-AS1	14:57280704-57511700
RP11-351M16.3	10:28725789-28733314
OR7G2	19:9212907-9216981
OR7G3	19:9236590-9240625
OR7G1	19:9225406-9229438
BLID	11:121983294-121989922
KRTAP6-3	21:31961757-31965756
FAAH2	X:57310137-57515409
AL050303.1	21:15049175-15049417
ZP1	11:60632033-60643216
ZP3	7:76051271-76071409
ZP2	16:21208782-21226066
ZP4	1:238045661-238057093
TTYH1	19:54923604-54947615
TTYH2	17:72206695-72256409
TTYH3	7:2668602-2701454
STK11IP	2:220459595-220480987
SPAG11B	8:7305511-7324191
SPAG11A	8:7702401-7721216
RP4-673D20.3	20:1757210-1758092
RP11-568A7.3	6:167650170-167650391
OR9Q2	11:57954905-57958989
OR9Q1	11:57788352-57947937
C6orf62	6:24706285-24722402
AC027320.1	5:118592873-118593202
NFS1	20:34255848-34290280
LIPE-AS1	19:42953584-43124423
RP11-770J1.5	11:118266958-118273101
ROBO2	3:75986519-77695345
FBXL5	4:15607266-15680426
DES	2:220280098-220294460
RNU6-1207P	10:45682899-45687343
FBXL4	6:99322126-99398848
DEK	6:18222068-18267798
MANEA	6:96022417-96054338
LRP5L	22:25745642-25802445
HTR2A	13:47408925-47474168
HTR2C	X:113815550-114141994
HTR2B	2:231973165-231989831
GBA2	9:35740001-35744728
GBA3	4:22691547-22820625
RP11-470E16.1	1:59608046-59609119
EPHA1-AS1	7:143111010-143155544
KIAA0895	7:36366316-36423593
GBAS	7:56029272-56066810
TBPL2	14:55880257-55910262
TBPL1	6:134271331-134308236
RP11-335O4.1	12:67978868-67978967
ESAM	11:124623017-124633391
ERMN	2:158177714-158187145
ACE	17:61551421-61599208
ACD	16:67691511-67693802
ATP5S	14:50781886-50792519
RP11-574F11.3	9:5582978-5587340
ATP5J	21:27086413-27107698
ATP5I	4:663755-668709
ATP5H	17:73032787-73043057
ME1	6:83921561-84143796
ME3	11:86152248-86386239
ATP5L	11:118277603-118301884
ATP5B	12:57028957-57042797
ATP5E	20:57605255-57608197
ATP5D	19:1238747-1246884
MPZL2	11:118127928-118138250
MPZL3	11:118098736-118126010
TBK1	12:64844907-64895279
MPZL1	1:167688186-167757213
